LIMO compound,LIMO docked affinity,Closest REAL compound,REAL docked affinity,Compound similarity,Similarity
CC(N)(C)C1=CC=CC=C1CCC=C(C(=O)C)CCC=CC2=CN=C(N)C=C2,7.11371592968838e-10,O=C(NCc1c(cccc1)C(C)(C)C)CCc2cnc(N)cc2,4.6768036128584304e-08,0.38,0.391304347826087
O=C(CC1=CC=C(N)C(C(=O)N)=C1)N2C=C(C(O))CC(C3=CC=C(C(=O)C)C=C3)=C2,7.23480065922273e-10,O=C(N1CCN(C(=O)Cc2ccc(cc2)C(=O)N)CC1)c3ccc(cc3)C(=O)C,5.5366827866102494e-08,0.369,0.375
O=C(CC1=CC=CC=C1)NCCC=C2C=CC3=CC(N)=C(C(=O)N)C=C3C2,7.23480065922273e-10,O=C(NCCNC(=O)Cc1ccccc1)c2c(N)cc3c(c2)CCCC3,7.759802350413329e-08,0.484,0.4918032786885246
C(N)C1=CC=CC=C1CCC2=CC=CC=C2C=CC=CC(C(N))=C(N)C,7.35794640888658e-10,O=C(NCc1c(cccc1)C[NH3+])C=CC=Cc2ccccc2,1.1635147152901845e-07,0.364,0.2807017543859649
NC1=CC=C(N)C=C1CC2=CC=CC=C2CCC(=O)C3=CC=C(C(N))CC3,7.35794640888658e-10,O=C(N1Cc2c(ccc(N)c2)C1)CCc3c(N4N=NC(c5ccc(N)cc5)=C4)cccc3,2.887292219440181e-09,0.266,0.2692307692307692
C(=O)(N)CC1=CC=CC(C(=O)C)=C1CC=C(C)C(=O)C=C(N)C2=CC=CC=C2C,7.35794640888658e-10,O=C(Nc1c(cccc1)CC(=O)N)C=C(c2c(cccc2)C)C,1.6584521607389992e-07,0.458,0.4576271186440678
C(CC(=C(=O)))=C(CC1=CC=CC=C1C)C2=CC(C(=O)N)=CC3=CC(C(=O)N)=CC=C32,7.48318825993242e-10,O=C(NCc1c(cccc1)C)c2c3c(cc(c2)C(=O)N)cccc3,5.444018486747391e-08,0.468,0.48333333333333334
CCC(=O)C=C(N)C1=CC=CC(C(=O)N)=C1C(=O)C(C)=CC(=O)C2=CC=C(C)C=C2,7.48318825993242e-10,O=C(NCCNC(=O)C=CC(=O)c1ccc(cc1)C)c2c(c(ccc2)C(=O)N)C,1.0412969741292451e-08,0.387,0.4098360655737705
O=C(CC1=CC2=CC=CC=C2C(=O)1)NCC3=CC=CC4=C3NC(=C)CC(=O)4,7.48318825993242e-10,O=C(NCCNC(=O)CC=1C(=O)Oc2c(cccc2)C1)c3c4Nc5c(cccc5)C(=O)c4ccc3,2.357925776599026e-09,0.364,0.22093023255813954
CC(N)(C)C1=CC=CC=C1CCC=CC2=CC(=O)CC=C2NC3=CC=CC=C3,7.48318825993242e-10,O=C(NCc1c(cccc1)C(C)(C)C)C2=C(OCC2=O)Nc3ccccc3,9.25260985941592e-09,0.301,0.3013698630136986
O=C(NC1=CC=CC=C1N)CCCC2=CC(=C(=O))C3=CC=C(C(C(N)))C=C32,7.6105618907415e-10,O=C(Nc1c(N)cccc1)CCCc2cc3c(cc2)cccc3,3.451502703596816e-08,0.525,0.543859649122807
C=C(N)C1=CC=CC(C(=O)C)=C1CCNC(=O)CC2=CC3=CC=CC=C3C2=O,7.6105618907415e-10,O=C(NCCNC(=O)CC=1C(=O)Oc2c(cccc2)C1)c3c(cccc3)C(=O)C,6.231032238480951e-08,0.439,0.3194444444444444
O=C(CC1=CC=CC=C1)NCCCC2=CC=CC3=C2CC(=C(=C(N)))CC3,7.6105618907415e-10,O=C(NCCC(=O)NCc1c2c(ccc1)CCCC2)Cc3ccccc3,2.3019028844124836e-08,0.469,0.5161290322580645
NC(=O)C1=CC=CC(C(=O)C)=C1CC=CC2=C(C(=O)C)C=CC=C2C=CC3=CC=CO3,7.74010358698762e-10,O=C(N)c1c(c(NC(=O)CCNC(=O)C=CC=2OC=CC2)ccc1)C,2.705667491374261e-07,0.386,0.391304347826087
CC1=CC=CC=C1CNC(=O)CC(C(=O)O)=C2C(=O)CC3=CC=C(C(=O)N)C=C3[CH1]2,7.74010358698762e-10,O=C(OCC(=O)NCc1c(cccc1)C)c2c(ccc(c2)C(=O)N)C,4.919707539022398e-08,0.47,0.4696969696969697
O=C(CC1=CC=C(C)C=C1)NCC2=CC=CC=C2C3CC(=O)NC(N)=C3,7.74010358698762e-10,O=C(NCc1c(cccc1)C2CC2)Cc3ccc(cc3)C,6.126747008126378e-08,0.6,0.6
CC(CC1=CC(C(=O)N)=CC=C1)=C(C)CC(=O)NC=CC2=CC=CC(N)=C2,7.74010358698762e-10,O=C(N)c1cc(ccc1)CNC(=O)C=Cc2cc(N)ccc2,9.663652860855617e-08,0.534,0.543859649122807
O=C(CC1=CC=CC=C1)NCC2=CC=CC=C2C3CCCC(C(=O)(N))=C3,7.74010358698762e-10,O=C(NCc1c(cccc1)C2CCC2)NCCNC(=O)Cc3ccccc3,1.2121184566672398e-08,0.517,0.5172413793103449
CC1=C(C(=O)N)C=CC=C1CCCCC=CC2=CN=C(N3CCC(N)C3)C=C2,7.74010358698762e-10,O=C(Nc1cnc(N2CCC([NH3+])CC2)cc1)c3c(c(ccc3)C(=O)N)C,5.0034473822546355e-08,0.486,0.42105263157894735
O=C(CC1=CC=CC=C1)NCC2=CC=CC(=C2)CC3=CCCC(C(=C(N))N)=C3,7.87185025197419e-10,O=C(NCCNC(=O)Cc1ccccc1)C2=CCC2,7.323984638763735e-07,0.431,0.45614035087719296
CC1=C(C(=O)N)C=CC=C1CCCC(=C(N))C=CC2=CC3=CC=CC=C3S2,7.87185025197419e-10,S1c2c(cccc2)C=C1CCNC(=O)c3c(c(ccc3)C(=O)N)C,4.5985306199700256e-08,0.448,0.44776119402985076
O=C(C(N)(N)C1=CC=CC=C1)NCC=CC2=CC=CC=C2C=C(N)CC,7.87185025197419e-10,O=C(NCC=CCNC(=O)C(c1ccccc1)(CC)CC)C=Cc2c(cccc2)C,5.0886125869110914e-08,0.419,0.4262295081967213
O=C(CC1=CC=CC=C1)NC(=O)CCC(C(=O)O)=CCC(=O)CC2=CN=CC3=C2CCC3,7.87185025197419e-10,O=C(NCCC(=O)NCc1c2c(cnc1)CCC2)Cc3ccccc3,7.502233167218944e-08,0.522,0.5384615384615384
NC1=CC=C(N)C=C1CC2=CC=CC=C2CCC(C)CC3=CC=CC(N)=C3,7.87185025197419e-10,[NH+](Cc1c(N)cccc1)(Cc2cc(N)ccc2)C,7.8355164770535e-07,0.42,0.42
ClC1=C(C(=O)N)C=CC=C1CCC(=O)CCC=CC2=C(C(=O)N)C3=CC=CC=C3C2,7.87185025197419e-10,O=C(NCC=CCNC(=O)CCc1c(cccc1)C(=O)N)c2cc3c4c(cccc4)Cc3cc2,5.301180255280092e-09,0.392,0.4084507042253521
C(=O)=C(CC1=CC=CC=C1)C(=O)NC=CC2=CC3=CC=CC(C(=C)N)=C3C=C2,8.005839417147e-10,Brc1c2c(cc(cc2)C=NNC(=O)Cc3ccccc3)ccc1,3.01555886830405e-08,0.377,0.37681159420289856
O=C(CC1=CC=CC=C(C(=O)N)1)N2CCC(=C(C(=O)O))C(C3=CC=CC(N)=C3)=C2,8.005839417147e-10,O=C(N)c1c(cccc1)CC(=O)N2C3=NC(c4cc(N)ccc4)=CN3CCC2,1.0412969741292451e-08,0.466,0.4788732394366197
C(C(=O)C)=C(CC1=CC(C(=O)N)=CC=C1)N2CCC(C(=O)O)=C(C3=CC=C(C(=O)O)C=C3)C2,8.005839417147e-10,O=C(N)c1cc(ccc1)CC(=O)N2CC(c3ccccc3)=C(CC2)C,2.6346771447493833e-08,0.5,0.5303030303030303
C=C(CC1=CC=C(C(=C(N))C(N))C=C1)NC2CCC(C3=CC=CC(C(=O)C(C))=C3)CC2,8.14210925278593e-10,O=C(NC1CC(NC(=O)c2ccc(cc2)CC(=O)N)C1)c3cc(ccc3)C4CC4,5.0034473822546355e-08,0.449,0.45588235294117646
CN(CC1=CC(C(=O)N)=CC=C1)C(=O)C2=CC=NC=C2CC3=CC(N)=CC(=O)C(=O)3,8.14210925278593e-10,O=C(N(Cc1cc(ccc1)C(=O)N)C)c2c(N(C)C)cncc2,1.774284064318968e-07,0.603,0.6031746031746031
CC(N)(C)C1=CC=CC=C1NSC2=CC=CC=C2C3=CC(C(=O)N)=CC(F)=C3,8.14210925278593e-10,S(c1c(NC(=O)Nc2c(c3cc(F)cc(F)c3)cccc2)cccc1)C,1.1635147152901845e-07,0.417,0.423728813559322
C(C(=O)N)=C(CC1=CC(C(=O)C)=CC=C1)N2CCC(C(=O)N)=C(C3=CC=CC=C3)C2,8.280698578878991e-10,O=C(N)c1cc(ccc1)CC(=O)N2CC(c3ccccc3)=C(CC2)C,2.6346771447493833e-08,0.547,0.5555555555555556
O=C(CC1=CC=CC=C1)N2CCCN(C3=CC=CC(C(=C(C(=O)C(N)))C(N))=C3)C(=O)2,8.280698578878991e-10,O=C(OCC(=O)Cc1ccccc1)c2cc(N3C(=O)NCCC3)ccc2,7.502233167218944e-08,0.408,0.4084507042253521
CC1=C(C(=O)N)C=CC=C1CCC2=CC=CC=C2C=CC=CC(Cl)=CCNC,8.280698578878991e-10,O=C(NCCNC(=O)C=CC=Cc1ccccc1)c2c(c(ccc2)C(=O)N)C,6.275857593726992e-09,0.382,0.40298507462686567
O=C(NCC1=CC=CC=C1)CCC2CCC3=C(N(C(=O)C(C(C))))C=CC=C3S2,8.280698578878991e-10,O=C(Nc1c(NC(=O)CCC)cccc1)CCCC(=O)NCc2ccccc2,5.9233834234292066e-08,0.554,0.5535714285714286
O=C(CC1=CC=CC=C1)NCCC=CC2=CC3=CC=C(C(=O)C(C(C)))C=C3C2=O,8.280698578878991e-10,O=C(Nc1cc(ccc1)C(=O)CCC)CCNC(=O)Cc2ccccc2,3.8843519569743744e-08,0.492,0.49230769230769234
CN(CC1=CC=CC(C(=O)N)=C1)C(=O)CNC2=CC=CC=C2C(N)C3=CC=CC=C3,8.280698578878991e-10,O=C(N(Cc1cc(ccc1)C(=O)N)C)CNc2c(cccc2)C(=O)N,4.919707539022398e-08,0.679,0.6909090909090909
CC1=CC=CC=C1CC(=O)NC(=O)CNC2CC(=O)C3=CC=CC(C(=O)N)=C3C2,8.4216468761809e-10,O=C(NC1C(NC(=O)Cc2c(cccc2)C)CC1)c3c4c(ccc3)C(=O)CC4,1.2121184566672398e-08,0.464,0.48484848484848486
CC1=C(C(=O)O)C=CC=C1CCCC(=C(N))C=CC2=CN=C(C3CCCC3)C=C2,8.4216468761809e-10,[O-]C(=O)c1c(c(NN=Cc2cnc(cc2)C3CCC3)ccc1)C,2.2854615275150829e-07,0.493,0.4189189189189189
CC1=CC=CC=C1CNC(=O)CNCC2CC(=O)[NH1]C3=CC=C(C(=O)N)C=C32,8.4216468761809e-10,O=C1Nc2c(cccc2)C(C1)CC(=O)NCc3c(cccc3)C,1.6034035719839377e-07,0.578,0.639344262295082
CCCCCC1=CC=CC=C1N2CCCC(C3=CC=CC(C(=O)C(N))=C3)C2=O,8.56499429746053e-10,O=C1N(c2c(cccc2)C)CCCC1Nc3cc(ccc3)C(=O)CC,6.337092539563196e-08,0.419,0.4246575342465753
O=C(CC1=CC=CC=C1)NCC2=CC(C(N))=CC(N)=C2[CH1]C=CC3=CC=CC=C3,8.56499429746053e-10,O=C(NCC=Cc1ccccc1)C(=O)NCCNC(=O)Cc2ccccc2,6.231032238480951e-08,0.448,0.4067796610169492
CC1=C(C(=O)N)C=CC=C1CCCCC(=N)C=CC2=CC3=CC=CC=C3C2,8.56499429746053e-10,O=C(NCCCCNC(=O)C1=Cc2c(cccc2)C1)c3c(c(ccc3)C(=O)N)C,5.965995587201039e-09,0.441,0.44776119402985076
O=C(CC1=CC=CC=C1)NC(=O)NCC2=CC=CC(=C2)C3CCC=C(C(C(=O)N))3,8.56499429746053e-10,O=C(NNC(=O)Cc1ccccc1)NCc2cc(ccc2)C3CC3,1.8798638079786135e-08,0.525,0.5344827586206896
CC(C(=O)NCC1=CC=CC=C1CCC(C(C(=O)N))C)C2=CC=C(N)C=C2,8.56499429746053e-10,O=C(OC)CCc1c(cccc1)CNC(=O)C(c2ccc(cc2)C)C,6.231032238480951e-08,0.509,0.5178571428571429
CC(C)C1=CC=C(C(=O)N)C=C1N2CCCC(C3=CC(C(CC(N)(N)))=CC=C3)=C2,8.56499429746053e-10,Fc1cc(ccc1)CCC(C(=O)Nc2c(N3CCCC3)ccc(c2)C(=O)N)C,2.2254963963401058e-08,0.388,0.3924050632911392
C(N)C1=CC=CC=C1CCC2=CC=CC=C2C=CC=C(N)C(F)=C(N)C,8.56499429746053e-10,FC(C(=O)OCc1c(cccc1)CCC=C)=C(C)C,3.234386391039756e-06,0.283,0.34545454545454546
C(=O)(N)CC1=CC=CC(C(=C(=O))C)=C1CC=CC(=O)NC(=O)C2=CC=CC=C2F,8.71078167893905e-10,Fc1c(cccc1)C(=O)NNC(=O)Nc2c(cccc2)CC(=O)N,3.313103734547974e-07,0.422,0.42857142857142855
C(N)N(CC1=CC=CC(C(=O)N)=C1)C(=O)C2=CC=CC=C2NC3=CCC(C(N))=C3,8.71078167893905e-10,O=C(N(Cc1cc(ccc1)C(=O)N)C)c2c(Nc3ccccc3)cccc2,3.088950465536578e-09,0.5,0.5076923076923077
CC(N)(C)C1=CC=CC=C1NCCNC2=NC(=O)CC=C2NC3=CC=CC=C3,8.71078167893905e-10,O=C(Nc1c(cccc1)C(C)(C)C)CCNc2ccccc2,3.666193129637751e-07,0.323,0.3442622950819672
CC1=CC=CC=C1CSC2=CC(C(=O)O)=CC=C2C3=CC4=CCCC=C4C(=O)C3,8.85905055192363e-10,S(Cc1c(cccc1)C)CC(=O)Nc2cc(cc(c2)C([O-])=O)C([O-])=O,2.994020218722163e-07,0.362,0.30985915492957744
O=C(CC1=CC=CC=C1)NCC(C(=O)N)=CC2=CC=CC(=C2)C(N)3CCCC3,8.85905055192363e-10,O=C(Nc1cc(ccc1)C2([NH3+])CCOCC2)C(=O)NCCNC(=O)Cc3ccccc3,1.1329868277338134e-08,0.463,0.3611111111111111
O=C(C=CC=C(C(=O)N)C=C(N)C1=CC=CC=C1)CCC2CC3=CC=CC=C3C2,8.85905055192363e-10,O=C(NCCC1Cc2c(cccc2)C1)C=CC(=O)c3ccccc3,6.895095781354073e-08,0.414,0.41379310344827586
O=C(CC1=CC=CC=C1)CCC(=O)C=C(C(=O)N)C2=CC=CC(C(C(C(C(=C)N))))=C2,8.85905055192363e-10,O=C(N)c1cc(ccc1)CCNC(=O)CCCc2ccccc2,1.0514571415418939e-07,0.417,0.4166666666666667
O=C(CC1=CC=C(N)C=C1)C(C)C2=CC=CC(N)=C2CC3=CC=CC(C(=O)N)=C3,8.85905055192363e-10,O=C(N)c1cc(ccc1)CN(C(=O)Cc2ccc(N)cc2)C,1.5501821972997198e-07,0.5,0.5
N#CC1=CC=CC(C(=O)N)=C1CC(=O)NC=C2C(=O)CCC3=CC=C(C(=O)(N))C=C32,8.85905055192363e-10,Fc1c(cc(cc1)C(=O)N)C(=O)NCC=CCNC(=O)Cc2c(F)cccc2C#N,5.630924353796884e-08,0.427,0.42105263157894735
N(C(=O))(CC1=CC(C(=O)N)=CC=C1)N2CCCN(C3=CC=C(C(=C)N)C=C3)C2,8.85905055192363e-10,O=C(N(Cc1cc(ccc1)C(=O)N)C)c2ccc(N3CCCC3)cc2,7.131820520357163e-08,0.532,0.532258064516129
O=C(CC1=CC=CC(C(=C(N))C(C(=O)O))=C1)N2CCCC(C3=CC=C(N)C=C3)=C2O,9.00984315463834e-10,[O-]C(=O)c1cc(ccc1)CC(=O)N2c3c(cc(N)cc3)CCC2,9.828140844988805e-08,0.493,0.463768115942029
O=C(CN)CNC(=O)CCCC1=CC=C(C(=O)N)C=C1C=CC2=CC3=CC=CC=C3C2,9.00984315463834e-10,O=C(NCC=CCNC(=O)CCCc1c(OC)cc(OC)cc1)C2=Cc3c(cccc3)C2,6.44495812539366e-08,0.386,0.37037037037037035
C(CC1=CC=C(C)C=C1)C(C)C2=CC=CN2C(=O)CC3=CC=CC(C(=O)N)=C3,9.16320244425709e-10,O=C(N)c1cc(ccc1)CC(=O)NC(CCc2ccc(cc2)C)C,3.3937368727139225e-08,0.586,0.5862068965517241
C(C)CC1=CC=CC=C1CC=CC2=C(C(=O)N)C=CN=C2CC(=O)CC3=CC=CS3,9.16320244425709e-10,S1C(=CC=C1)CC(=O)NCC=CCNC(=O)c2c(cccc2)CCC,5.5366827866102494e-08,0.423,0.42857142857142855
O=C(N)C1=CC=CC=C1CCC2=CC=CC=C2C=CC(C(C(=C(N))C)(N)N),9.16320244425709e-10,O=C(N)c1c(cccc1)CCC(=O)NCC=CCNC(=O)C,1.1440416335501129e-07,0.414,0.42105263157894735
N(C(=O)C1CCCCC1)CCC2CC3=C(C(=C)N)C=CC=C3CC2,9.3191721091408e-10,O=C(NCCC1Cc2c(cccc2)CC1)C3CCCCC3,3.1721810293620355e-08,0.654,0.6538461538461539
O=C(CC1=CC(C(N))=CC=C1)CCC=CC2=CC=CC=C2NC3=CC=C(N)CC3,9.3191721091408e-10,FC(F)(F)C=Cc1c(NC(=O)CCc2cc(ccc2)C[NH3+])cccc1,3.1190900459242615e-08,0.389,0.3026315789473684
CN(CC1=CCCC(C(=O)N)=C1C)C(=O)CCC(=O)C(=O)NCC2=CC=CC=C2F,9.47779658128346e-10,Fc1c(cccc1)CN(C(=O)C(=O)NCc2c(F)cccc2)C,5.685866541802747e-07,0.452,0.45901639344262296
CNC1=CN=C(N)N=C1CCCCC=C2CCCC3=CC=C(C(=O)N)C=C23,9.47779658128346e-10,O=C(NCCCCNC(=O)c1cc2c(cc1)CCC2)c3c(nc(nc3)N)CC,1.0514571415418939e-07,0.403,0.4025974025974026
O=C(NC(=O)CC(=O)CC1=CC(C(=O)N)=CC=C1)C=CC2=CC3=CC=CC=C3C(=O)2,9.47779658128346e-10,O=C(N)c1cc(ccc1)CC(=O)NCCNC(=O)C=Cc2ccccc2,6.554659724274869e-08,0.455,0.46875
O=C(CNC=C1CC(=O)CC2=C1C=C(C(=O)N)C=C2)C3=CC(N)=CC=C3,9.63912104896945e-10,O=C(NCC=CCNC(=O)c1cc(N)ccc1)c2cc3c4c(cccc4)Cc3cc2,2.887292219440181e-09,0.484,0.4375
CC(C)(N)C1=CC=CC=C1CCC(=C(C(=N)C))C2=CC(C(=O)N)=CC=C2C,9.63912104896945e-10,FC(F)(F)c1c(cccc1)CCNC(=O)c2c(ccc(c2)C(=O)N)C,1.1833192542966173e-07,0.477,0.484375
CCC1=CC(N)=C(C(=O)N)C=C1CC(=O)CC=C(C)C2=NC3=CC=CC=C3S2,9.63912104896945e-10,S1c2c(N=C1C(=O)Nc3cc(N)c(cc3)CC)cccc2,7.448648416157136e-07,0.463,0.46153846153846156
O=C(CC1=CC=CC=C1)NC(=O)CCC(C(=O)C(N))CC2=CC(C(=O)N)=CC=C2,9.63912104896945e-10,O=C(OCC(=O)NC(=O)Cc1ccccc1)Cc2cc(ccc2)C(=O)N,4.919707539022398e-08,0.536,0.5357142857142857
C=C(CC1=CC=CC2=C1C=CC=C2)NCC3=CC4=CC=CC=C4C(N)(N)3,9.8031914696469e-10,O=C(NCC1(c2c3c(ccc2)cccc3)CC1)Cc4c5c(ccc4)cccc5,5.866146124015276e-09,0.397,0.44642857142857145
C(=O)(C(N))C1=CC=CC=C1CCC2=CC=CC=C2C=CC=CC(Cl)=C(N)C,9.8031914696469e-10,ClC(=CCOC(=O)c1c(cccc1)CCc2ccccc2)C,1.3094298482212224e-07,0.339,0.3442622950819672
CCC1=CC(=O)C(=C(C(=O)O))C=C1CCNC(=O)CC2CC3=CC=CC=C3C2,9.8031914696469e-10,O=C(NCCNC(=O)CCc1ccc(cc1)CC)CC2Cc3c(cccc3)CC2,1.1522717422507956e-08,0.433,0.4393939393939394
NC1=CC=CC=C1C(=O)NC(C)CC2=CC(C(C(C(=O)(N))))=C(N)C(C)=C2,9.97005458301945e-10,O=C(NC(Cc1cc(cc(c1)C)C)C)c2c(N)cccc2,1.4736440415238078e-07,0.635,0.6346153846153846
NC(=O)N1C=CC=C1CNC(=O)CCC=C2CC(=O)[NH1]C3=CC=C(C(=O)N)C=C32,9.97005458301945e-10,O=C1NCC(=O)Nc2c1cc(cc2)C(=O)NCCC(=O)NCc3ccccc3,8.16283113100815e-08,0.372,0.3717948717948718
CC1=C(C(=C)N)C=CC=C1CCCCC(=O)C=CC2=CC3=CC=CC=C3C2,9.97005458301945e-10,O=C(NCCCCNC(=O)C1=Cc2c(cccc2)C1)c3c(c(ccc3)CO)C,3.3937368727139225e-08,0.389,0.4
CC1=CC=CC=C1NCCCC=C2C(C(=O)C)=C(N)C=C2CCCCC(=O)(N),1.01397579243617e-09,O=C(Nc1c(NCCC(=O)N)cccc1)CCNc2c(cccc2)C,1.400884853987751e-07,0.419,0.4262295081967213
O=C(CC1=CC=CC(C(=C(N))N)=C1C)CCC=CC=CC2=CC=CC=C2Cl,1.01397579243617e-09,Clc1c(cccc1)C=CC(=O)OCc2c(c(ccc2)C(=O)OC)C,3.922252447567377e-07,0.412,0.4117647058823529
NC1=C(N)C(C(=O)N)=CC2=C1CC(=O)N2CC(=C)NC(=O)C3=CC=CC(C)=C3,1.01397579243617e-09,O=C(NNC(=O)CN1c2c(cccc2)CC1=O)c3cc(ccc3)C,1.3094298482212224e-07,0.456,0.4626865671641791
O=C(CCC1=CC=CC=C1)NCCC2=CC(C(=C(N)(C(C(=O)N)))N)=CCC2,1.03123498380606e-09,O=C(NCCNC(=O)CCC(=O)N)CCc1ccccc1,6.29182981330297e-07,0.5,0.5098039215686274
NC1=CC=C(N)C=C1CC2=CC=CC=C2CNCC3=CC(N)=CC(=O)C3,1.03123498380606e-09,O=C(N1Cc2c(ccc(N)c2)C1)c3c(cccc3)CN4N=NC(c5ccc(N)cc5)=C4,1.991726132029637e-09,0.205,0.21052631578947367
CSC1=CC(C(=O)N)=CC=C1CC=CCCC2=CC3=CC=C(C(=O)N)C=C3C(=O)2,1.0487879491387702e-09,S(c1c(N)ccc(c1)C(=O)NCC=CCNC(=O)c2ccc(cc2)C(=O)N)C,1.2327502947867038e-08,0.354,0.375
C(=O)(CC1=CC(C(=O)C(N))=CC=C1)N(C)C(=O)CCC2=CC=C(C(=C)C(C(=O)N))C=N2,1.0487879491387702e-09,Brc1cnc(cc1)CCC(=O)N(CCN(C(=O)Cc2cc(ccc2)C(=O)N)C)C,4.955099369734089e-09,0.486,0.49295774647887325
CC1=C(C(=O)N)C=CC=C1C(=O)CCCC(=C(N))CC(=O)CC=CC2=CC=CC(F)=C2,1.0487879491387702e-09,Fc1cc(ccc1)C=CCOC(=O)c2c(c(ccc2)C(=O)N)C,2.2854615275150829e-07,0.54,0.5483870967741935
CC(CC1=CC(C(=C(N))O)=CC=C1)N2CCC(CC3=CC=C(N)C=C3)CC2,1.0487879491387702e-09,O=C(N)c1cc(ccc1)C[NH+]2CCC(Cc3ccc(cc3)C(C)C)CC2,8.083954182461677e-09,0.433,0.39705882352941174
C=C(CC1=CC=CC2=C1C=CC(N)=C(N)2)C=CC3=CC4=CC=CC=C4C3,1.0487879491387702e-09,O=C(NNC(=O)CC1=Cc2c(cccc2)C1)Cc3c4c(ccc3)cccc4,2.838969257420217e-09,0.359,0.359375
N(=O)C1=C(C)C=C(N)C=C1CC2=CC=CC=C2CC(=O)NC3=NC=CC=C3,1.06663968885055e-09,O=C(Nc1ncccc1)CNC(=O)Cc2c(cccc2)C,3.426850322227279e-07,0.518,0.5
C=C(CCC(=O)NCC1=CC=CC=C1)C(=O)C=CC2=CC=C3C(C(=O)(N))=CSC3=C2,1.06663968885055e-09,S1c2c(ccc(c2)C)C(C(=O)NCCC(=O)NCc3ccccc3)=C1,5.352905056385263e-08,0.485,0.4852941176470588
CC1=C(C(=O)N)C=CC=C1CC(=C(=O))CCC2=NC3=CC(C(C(=O)(N)))=CC=C3S2,1.06663968885055e-09,Brc1cc2N=C(Sc2cc1)CCC(=O)Nc3c(c(ccc3)C(=O)N)C,1.5352028795297333e-08,0.5,0.5
C(C(=O)N)#CC1=CC=C(C(=O)N)C=C1CCCCC(=O)C2=CC3=CC=CC=C3C2,1.06663968885055e-09,O=C(NCCCCNC(=O)C1=Cc2c(cccc2)C1)c3ccc(cc3)C(=O)N,3.5102517843139754e-08,0.438,0.45161290322580644
O=C(NCC1=CC=CC=C1)CCC=2CCC3=CC=CC(C(=C(N))N)=C3C=2,1.06663968885055e-09,O=C(N)c1c(cccc1)CCC(=O)NCC(=O)NCc2ccccc2,5.444018486747391e-08,0.466,0.45
O=C(CC1=CC=CC=C1)C(=C)C2=CC=CC=C2C(=O)C3=CC(=O)CC(C(=O)N)=C3,1.06663968885055e-09,O=C(N)c1ccc(cc1)COC(=O)C(=C)Cc2ccccc2,3.5445020958727777e-07,0.339,0.31666666666666665
CC(C(C(=O)N))CC1=C(N)C=CC=C1CCCC(=O)NC2=CC=CC(N)=C2,1.06663968885055e-09,O=C(Nc1cc(N)ccc1)CCCc2ccc(cc2)CC(C)C,2.72513176339802e-08,0.569,0.5689655172413793
CCC1=CC=CC(C(=C)C)=C1CCNC(=O)CC2CCC3=CC=CC=C3C2(=O),1.0847952884712901e-09,O=C(NCCc1c(cccc1)CC)CC2C(=O)c3c(cccc3)CC2,3.226175690629193e-08,0.724,0.7192982456140351
CN(CC1=CC=C(C(=O)N)C=C1)C(=O)C2CCC(C3=CC(C(=O)N)=CC=C3)=C2,1.0847952884712901e-09,O=C(N(C1CC1)Cc2ccc(cc2)C(=O)N)c3cc(c4ccc(cc4)C(=O)N)ccc3,4.256786910415247e-09,0.492,0.4915254237288136
O=C(CC1=CC(C(=O)C(C(=O)N))=CC=C1)NC2CCC(C3=CC=CC=C3)=C(O)2,1.0847952884712901e-09,O=C(N)c1cc(ccc1)CC(=O)NC2c3c(ccc(c4ccccc4)c3)CC2,3.5355041465571342e-09,0.538,0.5483870967741935
C(N)=C(CCC=C1C=CC=C(C(=O)N)1)CCCCCC(=O)NC2=CC=CC=C2,1.10325992009321e-09,O=C(N)c1ccc(NC(=O)CCCCCC(=O)Nc2ccccc2)cc1,1.331718053230139e-07,0.481,0.48148148148148145
NC=CC=CCCC1=CC=C(C(=O)O)C=C1CC(=O)CC2=CC=CC(C(=C)N)=C2,1.10325992009321e-09,Clc1c(ccc(c1)C([O-])=O)CCNC(=O)Cc2cc(ccc2)C(=O)N,5.0886125869110914e-08,0.4,0.3108108108108108
O=C(NC1=CC=CC(C(=O)O)=C1)NCC2=CC(=O)CC=C2CCC3CCCCC3,1.10325992009321e-09,O=C(Nc1cc(ccc1)C(=O)NCc2ccccc2)NCCC3CCCCC3,3.595683041467308e-09,0.478,0.5074626865671642
CC(C)C1=CC=C(C(=O)N)C=C1N2CCNN(CCC3=CC=CC(C(=O)N)=C3C)C2,1.10325992009321e-09,Clc1cc(c(cc1)C(C)C)C(=O)N2CCN(C(=O)c3c(c(ccc3)C(=O)N)C)CC2,7.376672572429296e-08,0.394,0.39436619718309857
O=C(CC1=CC(N)=NC=C1)NCC=CC2=C(C(=O)N)C=CC=C2SC(=O)CCC,1.12203884384431e-09,O=C(NCC=CCNC(=O)Cc1cc(ncc1)N)c2c(c(ccc2)C(=O)N)C,1.4349790904006652e-08,0.588,0.6153846153846154
O=C(CCC1=CC=CC=C1)NCCC(C(=C(=O))C)CC2=CC(C(=O)N)=CC=C2,1.12203884384431e-09,O=C(N)c1cc(ccc1)CC(=O)NC(CCNC(=O)CCc2ccccc2)C,2.1516260497613893e-08,0.617,0.6166666666666667
