LIMO compound,LIMO docked affinity,Closest REAL compound,REAL docked affinity,Compound similarity
CC1=CC=CC=C1CNC(=O)CCC(C(C(=O)N))SC2=CC(C(=O)N)=CC=C2,2.13083501605084E-09,S(c1cc(ccc1)C(=O)N)C(C(=O)NCc2c(cccc2)C)C,3.281089411501842e-08,0.638
NC(=O)CC(C)CC1=CC=C(CCCC(=O)NC(=O)C2=CC=CC=C(N)2)S1,2.1671046090668E-09,S1C(=CC=C1C)CC(NC(=O)c2c(N)cccc2)C,7.968887193956398e-07,0.467
O=C(NCC1=CC=CC=C1)N(C)C(=C(C(=C(=O))C))CCC2=C(C(=O)N)C=CC=C2,2.1671046090668E-09,O=C(N)c1c(cccc1)CCC(=O)NCc2ccccc2,8.301773170513546e-08,0.545
O=C(NC1=CC=CC=C1C)C=CCC(C(=O)C(N))CC2=CC(C(=O)N)=CC=C2,2.1671046090668E-09,O=C(N)c1cc(ccc1)CC(=O)Nc2c(cccc2)C,4.3402610144769007e-07,0.525
CC(CC1=C(C(=O)N)C=CC=C1C(=O)CCC)NC(=O)CC2=CC=C(O)C=C2,2.1671046090668E-09,O=C(NCC(NC(=O)Cc1ccc(O)cc1)C)c2c(cccc2)C(=O)N,6.44495812539366e-08,0.569
O=C(NCC1=CC(N)=CC=C1)CC2C(=O)C=CC3=CC=C(C(=O)C)C=23,2.1671046090668E-09,O=C(NCc1cc(N)ccc1)Cc2ccc(cc2)C(=O)C,1.9305160040558177e-07,0.536
NC(=O)C1=CC=C(C(=O)C(C(=O)O))C=C1N2CCCC(C3=CC(C(=O)C)=CC=C3)C(=O)2,2.1671046090668E-09,O=C(N1C(CNC(=O)c2cc(ccc2)C(=O)C)CCC1)c3c(cccc3)C(=O)N,6.38268088085901e-09,0.39
ClC1=CC=CC2=C1CCN2CC(=O)CC(=N)C3=CC(C(=N)N)=CC(C)=C3,2.1671046090668E-09,Clc1c2c(N(CC(=O)c3cc(ccc3)C)CC2)ccc1,2.0653497658821164e-07,0.567
O=C(C(N)(N)C1=CC=CC=C1)NCCCC2C(=O)C3=CC=CC=C3CC2,2.1671046090668E-09,FC(F)(c1ccccc1)C(=O)NCCCCNC(=O)CCC2C(=O)c3c(cccc3)CC2,1.3188497414058236e-08,0.644
O=C(CC1=CC=CC=C1)NCC2=CC(C(=C)N)=CC=C2CC(=O)CCCC(N)C,2.1671046090668E-09,O=C(NCCC(=O)NCCNC(=O)CCCC(C)C)Cc1ccccc1,2.798559374393035e-07,0.413
NC1=CC=C(N)C=C1CC2=CC=CC=C2CCCC3=NC(N)=CC(N)=C3,2.1671046090668E-09,S(c1nc(N)cc(n1)N)CCCc2c3c(ccc2)cccc3,2.504593513241216e-08,0.321
C1C=CC=C(CNC(=O)N(C)CC2=CC=C(C(=C(C(=O)O))C(C(=O)N))C=C2)C1,2.1671046090668E-09,O=C(N(Cc1ccc(cc1)C(=O)NC)C)NCC2=CCCCC2,1.4594043073710918e-08,0.435
CNC1=CC=CC=C1CC(=O)C(N)=C2C=CC3=CC=C(C(=O)C)C=C3C2,2.1671046090668E-09,O=C(NCc1c(NC)cccc1)c2cc(ccc2)C(=O)C,2.0653497658821164e-07,0.417
CC(N)(C)C1=CC=CCN1CCSC2=CC=CC=C2CC3=CC=CC(N)=C3,2.1671046090668E-09,S(c1c(cccc1)CSc2cc(N)ccc2)Cc3ccccc3,3.570000851060834e-08,0.344
CC(C(=O)C1CCC(C(N))CC1)=C(C(=O)C)CCC2=CC(C(=O)N)=CC=C2Br,2.1671046090668E-09,Brc1c(cc(OC)cc1)CCC(=O)NCC2CCC(C(=O)N)CC2,1.2875146681790498e-07,0.4
O=C(CC1=CC=CC(=C)C1)NCC2=CC(C(=O)N)=CC=C2CCCCCC(N),2.20399155789285E-09,Fc1c(ccc(c1)C(=O)N)CNc2ccc(cc2)CC(=O)NCC,2.705667491374261e-07,0.311
CCC(CC1=CC(C(=O)N)=CC=C1)C(C(=O)N)CCCC2=CC=C(C)C=C2,2.20399155789285E-09,O=C(N)c1cc(ccc1)CC[NH2+]CCc2ccc(cc2)C,9.663652860855617e-08,0.538
CN(CC1=CC(C(=O)N)=C(N)C(N)=C1CCCC)CC=CC2=CC=CC=C2C,2.20399155789285E-09,O=C(NCC=CCNC(=O)C=Cc1c(cccc1)C)c2cc(N)c(cc2)CCCC,8.361495206493742e-09,0.395
O=C(CC1=CC=CC=C1)NC(=O)CCC=CC(=O)C2=NC=CC3=C2C(=N)C(=O)C=C3,2.20399155789285E-09,Clc1c(Cl)ccnc1C(=O)OCC(=O)NC(=O)Cc2ccccc2,1.80448469478674e-07,0.377
O=C(CCC1=CC=CC=C1)NCCN2C(=O)C(=C)C(=O)C3=CCC(=O)C=C32,2.20399155789285E-09,O=C1N(C(c2c1cccc2)=C)CCC(=O)NCCNC(=O)CCc3ccccc3,2.634677144749383e-08,0.484
O=C(CC=CC=C1C=CC(=O)CC1=O)C2=CC=CC3=CC=C(C(=O)N)C=C32,2.20399155789285E-09,Brc1cc2c(cc1)cccc2C(=O)NCC=CCNC(=O)C=Cc3ccc(cc3)C(=O)N,2.4626755610502634e-08,0.329
NC1=CC=CC=C1CC(=O)NCCC(=C(C(=O)N))C2=CCC3=CC=CC=C3C2,2.20399155789285E-09,O=C(N1Cc2c(cccc2)C1)CCCNC(=O)Cc3c(N)cccc3,9.828140844988804e-08,0.475
O=C(CC1=CC=CC=C1)NCC(=O)C2=CC=CC=C2CC(N)CCC(=O)N,2.24150637073065E-09,O=C(N)c1c(cccc1)CC(=O)NCCNC(=O)Cc2ccccc2,1.2239453674810362e-07,0.481
CC(N)(C)C1=CC=CC=C1CC(=C)C(=O)NC(=O)C2=CC=C(C)C=C2C,2.24150637073065E-09,O=C(NCc1c(cccc1)C(C)(C)C)c2c(cc(cc2)C)C,1.4736440415238076e-07,0.527
CC(CC1=CC=CC=C1)C(C(=O)N)CCC2=CC=CN=C2NC3=CC=CC=C3,2.24150637073065E-09,O=C(Nc1ncccc1CC)C(C(C)C)CCc2ccccc2,1.1833192542966173e-07,0.475
CC1=CC=CC=C1NC(=O)CC=C2C(C(=O)N)=C(N)C=C2C(=O)CCCC,2.24150637073065E-09,O=C(Nc1c(cccc1)C)CCCC(=O)NCC=CCNC(=O)CCCC,1.686681181030728e-07,0.459
O=C(CC1=CC=CC(N)=C1)NCC2=CC=CC=C2C3CCCC(C)C3,2.24150637073065E-09,O=C(NCc1c(cccc1)C2CCC2)Cc3cc(N)ccc3,6.126747008126378e-08,0.824
C(=O)(CC1=CC(C(=O)O)=CC(N)=C1C(C)CCC)NC(=O)CC2=CC=CC=C2,2.24150637073065E-09,O=C(OCC(=O)NC(=O)Cc1ccccc1)c2cc(c(N)cc2)CC(C)C,2.9650891805873542e-08,0.469
CC1=C(C(=O)N)C=CC=C1CC(=O)C(=O)CC=CC=CC2=CC=CC=C2C#N,2.24150637073065E-09,O=C(N)c1c(c(NC(=O)C=Cc2c(C#N)cccc2)ccc1)C,2.1726199462367688e-07,0.516
NC(=C(C(=C)C))C1=CC=CC=C1NC(=O)CCC(C2=CC(C(=O)O)=CC=C2)C,2.24150637073065E-09,O=C(N)c1c(NC(=O)CCC(c2ccccc2)C)cccc1,8.881597064258669e-08,0.542
C(=C(=O))(CC1=CC(C(=O)N)=CC=C1)N(C)C(=O)CCCCC2=CC=CC(N)=N2,2.24150637073065E-09,O=C(N)c1cc(ccc1)CC(=O)NCc2nc(N)ccc2,7.629930967206321e-08,0.5
N#CC1=CC=C(C(=O)N)C=C1CC(C)=CC=CCC(=O)C(=O)NC2=CC=CC=C2,2.24150637073065E-09,O=C(Nc1ccccc1)c2ccc(cc2)C(=O)NCC=CCNC(=O)c3cc(c(C#N)cc3)C,1.331718053230139e-07,0.4
NC1=CC=CC=C1CC(=O)NCCC(=C(=N))C2=CC(=O)C3=CC=CC=C3C2,2.24150637073065E-09,O=C1N(Cc2c1cccc2)CCNC(=O)Cc3c(N)cccc3,9.501917818235031e-08,0.492
O=C(CC1=CC=CC=C(N)1)ONC2=CC(C(=O)N)=CC=C2C3=CCCC(C)=C3,2.24150637073065E-09,O=C(N)c1cc(NC(=O)Cc2c(N)cccc2)c(cc1)C,3.485179787238657e-07,0.469
C(=O)=C(CCC=CC=CC1=CC=CC=C1)C(=C)C2=CC=CC(C(=O)N)=C2,2.24150637073065E-09,O=C(N)c1cc(NC(=O)CCC=Cc2ccccc2)ccc1,1.4247297425566048e-07,0.483
C(C(=O)N)N(CC1=CC=CC=C1C(N)C)C(=O)C=CC2=CC=CC(N)=C2,2.27965973464511E-09,O=C(N(Cc1c(cccc1)C(C)C)C)C=Cc2cc(N)ccc2,1.203460892404676e-07,0.621
O=C(NC1=CC=CC=C1Cl)C=CCC(C(=O)C(N))CC2=CC(C(=O)N)=CC=C2,2.27965973464511E-09,Clc1c(NC(=O)Cc2cc(ccc2)C(=O)N)cccc1,4.3402610144769007e-07,0.525
N#CC1=CC(C(=O)O)=CN=C1NCCCCCC2=CC(=O)CC3=CC=C(C(=O)N)C=C23,2.27965973464511E-09,O=C(NCCCCCCNC(=O)c1cc2c3c(cccc3)Cc2cc1)c4cnc(c(C#N)c4)C,1.3188497414058236e-08,0.402
CC1=CC=CC=C1CNCCCC2=CC=CC=C2CC(=O)CC3=CC=CC(=O)C3,2.27965973464511E-09,O=C(OC(C)(C)C)Nc1c(cccc1)CCC[NH2+]Cc2c(cccc2)C,5.444018486747391e-08,0.422
CC1=CC=CC=C1CCCCNC=CC2=CC3=CC=C(C(=O)C(N))C=C3C2,2.27965973464511E-09,O=C(NCCCc1c(cccc1)C)c2cc3c(cc2)CC3,1.2239453674810362e-07,0.418
C=C(CC1=CC=CC=C(C(=O)N)1)N2CC(=O)NC(C3=CC=CC(N)=C3)=C2,2.27965973464511E-09,O=C(N1Cc2c(NC(=O)C1)cccc2)Cc3c(cccc3)C(=O)N,6.337092539563196e-08,0.431
C(=O)=C(CC1=CC=CC(C(=O)N)=C1C)C(=O)CC=CC2=CC=CC(C)=C2,2.27965973464511E-09,O=C(N)c1c(cccc1)COC(=O)C=Cc2cc(ccc2)C,2.529031392181985e-07,0.475
CCC1=CC(N)=C(C(=O)N)C=C1CNC(=O)C(N)CC2=CC=C(C)C=C2,2.27965973464511E-09,Fc1c(cc(N)c(c1)C(=O)NCCNC(=O)C(Cc2ccc(cc2)C)C)CC,1.2659662699976492e-07,0.477
O=C(NC(=O)CCC1=CC=CC=C1)NCC(=O)C=CCC2=CC=CC(=O)C2,2.27965973464511E-09,O=C1OC(C(=O)NCC=CCNC(=O)CCc2ccccc2)=CC=C1,9.501917818235031e-08,0.403
CC(=O)C1=CC=CC=C1CCNC2=NC=CC=C2C(N)=CC3=CC=CC3,2.27965973464511E-09,O=C(c1c(NCCNc2ncccc2C#N)cccc1)C,9.276157990347584e-07,0.382
O=C(CCC1=CCCC(C(=C(N))N)=C1C)CCCCCCC2=CC=CC=C2,2.27965973464511E-09,O=C(N(CCN(C(=O)CCCCCCc1ccccc1)C)C)C2=CCC2,6.44495812539366e-08,0.413
O=C(CC1=CC=CC(C(=O)N)=C1)N(C(=O)N)CCC2CCC3=CC=CC=C3C2,2.27965973464511E-09,O=C(N)c1cc(ccc1)CC(=O)N(CC2Cc3c(cccc3)CC2)C,7.429739537249499e-09,0.684
O=C(CC1=CC=C(C(N))C=C1)NCC2=CC(C)=CC=C2C3CC(C)CCC3,2.27965973464511E-09,O=C(NCc1c(ccc(c1)C)C2CC2)Cc3ccc(cc3)C[NH3+],7.429739537249499e-09,0.769
O=C(CCCC1=CC=CC=C1)N(C(=O)C)CC=CC2=CC=C(C(=O)C(=O)(N))[NH1]2,2.31846251860896E-09,O=C(N(CCN(C(=O)CCCc1ccccc1)C)C)C=2NC(C(=O)C)=CC2,5.536682786610249e-08,0.422
CN(CC1=CC=CC(C(=O)O)=C1NC)C(=O)C=CC2=CC(C(=C(N))N)=CC=C2Cl,2.31846251860896E-09,Clc1c(cc(cc1)C(F)(F)F)C=CC(=O)N(CCN(C(=O)c2c(NC)c(F)ccc2)C)C,2.445085884224233e-07,0.449
C(=O)=C(CC1=CC(C(=O)N)=CC=C1)CSC=CC=CC2=CC=CC=C2,2.31846251860896E-09,O=C(N)c1cc(ccc1)CC(=O)NCCNC(=O)C=CC=Cc2ccccc2,1.8484016003142754e-08,0.525
O=C(NC(=O)C1=CC=CC=C1)CC2CC=CC3=CC=C(C(=O)N)C=C23,2.31846251860896E-09,O=C(OCC(=O)NC(=O)c1ccccc1)c2ccc(cc2)C(=O)N,4.056912532995847e-07,0.444
O=C(CC1=CC=CC=C1)NCC(=O)CC=CC2=CC(C(=C(N))N)=C(N)C=C2Cl,2.31846251860896E-09,Clc1c(Cl)cc(c(N)c1)C(=O)NCCNC(=O)Cc2ccccc2,9.032773438039763e-08,0.483
C=C(N)C1=CC=CC=C1NCC2=CC=CN=C2NCCCC(N)3CCCC3,2.31846251860896E-09,Clc1c(cccc1)CNc2c(cccc2)C(=O)NCCC3([NH3+])CCC3,9.898843400829273e-09,0.433
CCC1=CC=C(C(=O)O)C=C1CC(=C(C(=O)O))C2=C(C(=O)C)C3=CC=C(C(=O)(N))C=C3C2,2.31846251860896E-09,O=C(N1CCN(C(=O)c2ccc(cc2)C(=O)N)CC1)c3cc(c(cc3)CC)CC,9.995428629292189e-08,0.354
O=C(OC1=CC=CC=C1)NCCC=C(C)C=CC2=C(C(=O)N)C=CC3=C2CC(=O)C3,2.31846251860896E-09,O=C(Oc1ccccc1)NCCOC(=O)c2c(c(ccc2)C(=O)N)C,2.6603842787697305e-07,0.394
C(=O)(N)C1=CC=CC=C1C(=O)C2=CC=CC=C2C3=CC(=C(C(N)N))CC3,2.31846251860896E-09,O=C(N1Cc2c(c3c(cccc3)C1)cccc2)c4c(cccc4)C(=O)N,6.895095781354073e-08,0.346
CCCC(=O)NC(=O)C1=C(N)C=C(CNC(=O)CC2=CC=CC=C2C)C(=C(C))1,2.31846251860896E-09,O=C(NCC=CCNC(=O)CCC)Cc1c(cccc1)C,6.08298667624497e-07,0.5
O=C(CC1=CC=CC=C1)NCC2=CC=CC(N)=C2C3CCCC(C(O))=C3,2.35792577659903E-09,O=C(NCCNC(=O)Cc1ccccc1)Cc2c(N)cccc2,4.6433995114696347e-07,0.439
NC1=CC=CC=C1CCN(C)CC=CC2=CC(C(N))=CC(C(=C)C(C(=O)(N)))=C2,2.35792577659903E-09,O=C(N)c1ccc(cc1)CC[NH+](Cc2c(N)cccc2)C,3.922252447567377e-07,0.388
C(C(N))=C(C(=O)CCCC1=CC=CC=C1)CCC(=O)CC2=CC=CC(C(=O)N)=C2,2.35792577659903E-09,O=C(N)c1cc(ccc1)CC(=O)NCCNC(=O)CCCc2ccccc2,5.352905056385263e-08,0.526
CC(C1CCC(N)CC1)CCCCC2=CC=CC=C2CCC(C(=O)(N)),2.35792577659903E-09,O=C(NCC(C1CC1)C)CCCc2c(N)cccc2,6.962372772649842e-07,0.482
CCC1=CC=CC=C1CCCC2=C(C(=O)C)C=CC=C2C=CC3=CC=CC(=N)3,2.35792577659903E-09,O=C(OCCc1c(cccc1)CC)c2c(cccc2)C(=O)C,7.080881444127068e-07,0.383
NC1=CC(C(=O)N)=CC2=C1CCN2CCC(=O)C3=CCC4=CC=CC=C4C3,2.35792577659903E-09,O=C(N)c1cc(ccc1)C=2N=NN(C2)CCN3c4c(cccc4)CC3,4.2263827811601667e-08,0.347
O=C(NCC1=CC=CC(=O)C1)CCC2=CNC3=CC=C(C(C(=C)C(C)))C=C23,2.35792577659903E-09,O=C(NCCNC(=O)CCC=1c2c(NC1)ccc(c2)C)Cc3cc4c(cc3)CCC4,5.483182152299871e-09,0.436
O=C(CC1=CC=CC=C(C(=O)C(N))1)NC2=CC=CC=C2C3=CC(N)=CN=C3,2.35792577659903E-09,O=C(OC)c1c(cccc1)CC(=O)NCCN2N=NC(c3cncc(N)c3)=C2,5.881075617324877e-07,0.413
O=C(CC1=CC=C(N)C(C(=O)N)=C1)NC2CCCC(C3=CC=CC=C3)=C(N)2,2.35792577659903E-09,O=C(NC1C(NC(=O)C2=C(c3ccccc3)CCC2)CC1)c4c(N)ccc(c4)CC,2.279659734645111e-09,0.478
C(=O)(CC1=C(C(=O)(N))C=CC(N)=C1CCC(C(C(=O)(N)))C)CCC2=CC=CC=C2,2.35792577659903E-09,O=C(N)CC([NH+](CC(=O)CCc1ccccc1)C)c2ccccc2,2.0653497658821164e-07,0.417
CCC1=CC(N)=C(C(=O)C(C(N)))C=C1CCCC(C)C2=CC=C(C)C=C2,2.35792577659903E-09,Fc1c(cc(N)c(c1)C(=O)NCC(c2ccc(cc2)C)C)CC,5.49713699241593e-07,0.46
CC(N)(C)C1=CC=CC=C1NCC=C(C)C(=C(C(=O)N))C2=CC=CC=C2,2.39806075074525E-09,O=C(Nc1c(cccc1)C(C)(C)C)C=C(c2ccccc2)C,3.4268503222272783e-07,0.386
C(=O)=C(CC1=CC(C(=O)N)=CC=C1)C(=O)CC2=CC=CC3=C2CC(C)(C)C3,2.39806075074525E-09,O=C(N)c1cc(c2c3c(ccc2)CC(C3)(C)C)ccc1,1.4736440415238076e-07,0.509
CCC1=C(N)C(C(N))=C(C(=O)N)C=C1CC(=O)NC(=C)C2=CC=CC=C2C,2.39806075074525E-09,O=C(Nc1cc(NC(=O)c2c(cccc2)C)ccc1)c3c(N)c(ccc3)CC,1.2967769059876142e-08,0.369
O=C(CC1=CC=CC=C1)C(=C)C=CC(=C(C(=O)O))CC2=CC=CC(C(=O)N)=C2,2.39806075074525E-09,O=C(N)c1cc(ccc1)CC(=O)NNC(=O)Cc2ccccc2,1.2447785150583495e-07,0.49
O=C(CCC1=CC=CC=C1)NC(=O)NCC(=N)C=CC2=CC(C(=O)N)=CC=C2,2.39806075074525E-09,O=C(N)c1cc(ccc1)CNC(=O)CNC(=O)CCc2ccccc2,6.779696498481721e-08,0.509
CN(CC1=CCCC(C(=O)N)=C1C)C(=O)CCCNC(=O)C2=CC=CC=C2Br,2.39806075074525E-09,Brc1c(cccc1)C(=O)NCC(=O)N(CCCNC(=O)C2=CCC2)C,1.1833192542966173e-07,0.53
C(=O)(CC1=CC=CC=C1)C(C(=O)C)CC=CC2=CC=CC=C2NC3=NC=CC=C3,2.39806075074525E-09,O=C(NC(C(=O)Cc1ccccc1)C)CNc2ncccc2,5.685866541802747e-07,0.435
N#CC1=CC=C(C(N))C=C1C(=O)CNC=CC2=CC3=CC=CC(C(=O)C(N))=C3C=C2,2.43887887453329E-09,Clc1cc2c(c(ccc2)C(=O)NCc3cc(F)c(C#N)cc3)cc1,3.0449823504670387e-07,0.392
CCC1=CC=CC=C1CCC(=O)C=CC2=CC3=CC(N)=CC=C3C(=N)2,2.43887887453329E-09,O=C(NCCc1c(cccc1)CC)C=Cc2cc(N)ccc2,1.0514571415418938e-07,0.406
CC(=C(C(=C)C))CC1=CC=CC=C1NC(=O)C2=CC3=CC=CC(C(C(=O)N))=C3C2,2.43887887453329E-09,O=C(Nc1c(cccc1)CC(=O)N)C=C(Cc2c(OC)cccc2)C,1.3094298482212222e-07,0.469
CC1=CC=CC=C1CC(=O)CCCC=CC2=CC3=C(N)C=C(N)C=C3C2,2.43887887453329E-09,O=C(N1Cc2c(ccc(N)c2)CC1)Cc3c(cccc3)C,1.2659662699976492e-07,0.362
C(=O)=C(CC1=CC=CC(C(=O)O)=C1)CCC2=CC=C(C3=CC=CC=C3)C(=O)C2,2.43887887453329E-09,[O-]C(=O)c1cc(ccc1)CC(=O)NCCc2ccc(c3ccccc3)cc2,1.410962664346522e-08,0.422
O=C(NC(=O)C1CCCC1)CC2CCC3=CC=CC(C(=O)N)=C3C2,2.43887887453329E-09,O=C(N)c1c2c(ccc1)C[NH+](CC(=O)NC(=O)C3CCCCC3)CC2,2.2633772495951396e-08,0.576
C(N)CC1=CC=C(C(=O)N)C=C1CC(=C)C2=CC3=CC=CC(C(=O)C(N))=C3S2,2.43887887453329E-09,Brc1c2SC(C(=O)OCc3c(F)cc(cc3)C(=O)N)=Cc2ccc1,6.126747008126378e-08,0.394
O=C(CC1CCCCC1)NCCCC2=C(C(=O)O)C=CC3=C2CCC(N)C3,2.43887887453329E-09,O=C(NCCCCNC(=O)CC1CCCCC1)c2c(O)c3c(cc2)CCC3,1.5095090651174104e-08,0.485
O=C(N)NC=CC=CC=CC1=CN=CC=C1C(=O)C2=CC(C(=O)N)=CC=C2,2.43887887453329E-09,O=C(N)c1cc(NC(=O)C=Cc2c(ccnc2)C)ccc1,3.666193129637751e-07,0.429
CC(CC1=CC(C(=O)N)=CC=C1)N(C)CC=CC2=CC=C(C(=O)C(C(N)))C=C2,2.43887887453329E-09,O=C(N)c1cc(ccc1)CNC(=O)CC=Cc2ccc(cc2)C(C)C,1.8174659576632707e-08,0.448
CC1=C(C(=O)N)C=CC=C1C(=O)C(=O)CC2CCC3=CC(Br)=CC=C3C2,2.43887887453329E-09,Brc1cc2c(cc1)CC(NC(=O)c3c(c(ccc3)C(=O)N)C)CC2,3.451502703596816e-08,0.621
N=C(CC1=CC=CC=C1)CNC=CCCC(=O)CC2=CC=CC(C(=O)N)=C2F,2.48039177606166E-09,Fc1c(cccc1C(=O)N)C(=O)NCC=CCNC(=O)c2c(cccc2)Cc3ccccc3,8.221553633357176e-09,0.476
O=C(CC1=CC=CC(C(=O)N)=C1C)CC2CCCC3=CC=C(N)C=C23,2.48039177606166E-09,O=C(N)c1c(c(NC(=O)CC2c3c(cccc3)CCC2)ccc1)C,4.01771083005885e-08,0.516
C(=O)=C(CC1=CC(C(=O)N)=CC=C1)C(=N)CCC=CC2=CC=CC=C2,2.48039177606166E-09,O=C(N)c1cc(ccc1)CC(=O)NCCNC(=O)CCC=Cc2ccccc2,9.342889642716196e-08,0.614
O=C(C(N)CC1=CC=CC=C1)NCCC2CCC3=CC=C(C(=O)N)C=C3C2,2.48039177606166E-09,O=C(NCCC1Cc2c(cccc2)CC1)C([NH3+])Cc3ccccc3,2.0802076631645675e-08,0.759
C=C(CC1=CC(N)=CC=C1)NCC2=CC=CC(N)=C2CC=CC3=CC=NC=C3,2.48039177606166E-09,O=C(NCc1c(c2ccncc2)cccc1)Cc3cc(N)ccc3,1.1248944616653033e-07,0.446
CC(C)C1=CC=C(C(=O)N)C=C1N2CCCN(C3=CC=CC(C(=O)C)=C3)S2,2.48039177606166E-09,O=C(N1CCN(C(=O)c2ccc(cc2)C(=O)N)CCC1)c3cc(ccc3)C(=O)C,1.9118615434800554e-08,0.448
CC1=CC=CC=C1C(=O)NC(=O)CC=C2C(C(=O)C(=O)(N))=CC=CC2=C,2.48039177606166E-09,O=C(NCC=CCNC(=O)C(=O)N)c1c(cccc1)C,5.590705438572481e-07,0.383
NC1=CCCC=C1C(=O)C2=CC=CC=C2CNC(=O)CC3=CC=CC(N)=C3,2.52261128135428E-09,O=C(OC)c1c(cccc1)CNC(=O)Cc2cc(N)ccc2,7.448648416157136e-07,0.618
C(C(=O)N)(CC1=CC(C(=O)N)=CC=C1)CCCC(=O)C=C(N)CC2=CC=CC=C2,2.52261128135428E-09,O=C(N)c1cc(ccc1)COC(=O)C(Cc2ccccc2)Cc3ccccc3,2.421459165701406e-08,0.464
CC(CC1=CC(C(=C(N))N)=CC=C1)N(C)CCNC(=O)CC2=CC=CC=C2,2.52261128135428E-09,O=C(NCCNC(=O)Cc1ccccc1)c2cc(ccc2)CC(C)C,2.9154641752295277e-08,0.544
O=C(CCC1=CC=CC=C(C(=C)N)1)N(C(=O)C(N))CCC=CNC2=CC=CC=C2,2.52261128135428E-09,O=C(N)c1c(cccc1)CCC(=O)N(Cc2ccccc2)CCC=C,6.666228587545246e-08,0.403
O=C(NCC1=CC=CC=C1)NCC(=O)C2=CC3=CC=CC(C(CC)C)=C3S2,2.52261128135428E-09,O=C(NCc1ccc(cc1)C(CC)C)NCc2ccccc2,1.1833192542966173e-07,0.509
O=C(CC1=CC=CC=C1)NCCCC2=CC(N(=O))=CC(=C2)CCC(N)C,2.52261128135428E-09,O=C(NCCNC(=O)Cc1ccccc1)C(CCCc2ccccc2)C,2.0453924147377183e-08,0.509
C(C(CC)C(C))=C(NCC1=CC=CC=C1CC(=O)(N))CCNC2=CC=CC=C2,2.52261128135428E-09,O=C(NCc1c(cccc1)CC)CCNc2ccccc2,2.486704437158572e-07,0.5
C(C(=O)O)(CC1=CC(C(=O)N)=CC=C1)CCC=CNC2=CC=CC(N)=C2,2.52261128135428E-09,O=C(N)c1cc(ccc1)CC(=O)Nc2cc(N)ccc2,4.4141379216012356e-07,0.483
O=C(CC1=CC=CC=C1)NCCC(C)C2=CC=C3C(=C2)CCCC(C(C(C)))3,2.52261128135428E-09,O=C(NCCNC(=O)CC1c2c(cc(OC)cc2)CCC1)Cc3ccccc3,4.2263827811601667e-08,0.552
N(C(=O)CC1CCCC1)CC2CCC3=CC=CC(C(=O)C(=O)(N))=C3C2,2.52261128135428E-09,O=C(NCC1Cc2c(cccc2)CC1)CC3CCCC3,6.024207140153831e-08,0.64
O=C(NC=CC(=C)CNC(=O)CC1=CC=CC=C1)C=C2C=CC3=CC=CC=C32,2.52261128135428E-09,O=C(NCC(=O)NCCNC(=O)Cc1ccccc1)C=Cc2ccccc2,7.759802350413329e-08,0.39
C(N)C(C(=O)N)CC1=CC=C(N)C=C1NC(=O)C2CC3=CC=CC=C3C2,2.56554941772945E-09,O=C(N)c1cc(NC(=O)C2Cc3c(cccc3)C2)c(cc1)C[NH+](C)C,4.7564089142431674e-08,0.492
NC1=CC(C(=O)N)=CC2=C1CC(=O)N2CCC=CC3=CC(N)=CC(C)=C3,2.56554941772945E-09,O=C(NCCN1c2c(cccc2)CC1=O)c3cc(N)cc(c3)C,3.5102517843139754e-08,0.38
CC(N)(C)C1=CC=CC=C1NC(=O)CC2=CC=CC3=C2CC(=C(O)(N))C[NH1]3,2.56554941772945E-09,O=C(Nc1c(cccc1)C(C)(C)C)NCc2c3c(NCC3)ccc2,2.3019028844124833e-08,0.414
C(C(=O)O)=C(C)C1=CC=C(C(=O)C)C=C1N2CCCC(C3=CC=CC(C(=O)C(N))=C3)=C2,2.56554941772945E-09,[O-]C(=O)CCC(=O)c1cc(c2c(ccc(c2)C(=O)C)C)ccc1,1.774284064318968e-07,0.347
C(=O)=C(CC1=CC(C(=O)O)=CC=C1)CCCCC(C2)=CC3=CC=CC=C3[NH1]2,2.56554941772945E-09,[O-]C(=O)c1cc(ccc1)CC(=O)N2c3c(NCC2)cccc3,2.0653497658821164e-07,0.418
O=C(CC1=CC(N)=CC=C1)NCC2=CC=CC=C2CC(=O)CC3=CCOC=C3,2.56554941772945E-09,O=C(OC)Cc1c(cccc1)CNC(=O)Cc2cc(N)ccc2,2.247211062304602e-07,0.569
O=C(CC1=CC=CC=C1)NCC=C2C=CCC=C2C(=O)CCC(C(=O)N),2.56554941772945E-09,O=C(NCCC(=O)NCC=CCNC(=O)CCCCC(=O)N)Cc1ccccc1,9.828140844988804e-08,0.492
O=C(CC1=CC=CC=C1)NCCCC2=CC=CC=C2CC(=C(N))C(N)C,2.56554941772945E-09,O=C(NCCCCNC(=O)CCNC(=O)Cc1ccccc1)Cc2c(cccc2)COC(C)C,1.614938279551824e-08,0.492
O=C(CCC1=CN=C(N)C=C1)CC=C(C(O))CC=CC2=CC(C(=O)N)=CC=C2,2.56554941772945E-09,O=C(N)c1cc(ccc1)CC(=O)NCC=CCNC(=O)CCc2cnc(N)cc2,1.016556387001877e-07,0.486
CCC1=CC=CC=C1CCC(=C(=O))CC=CC2=C(C(=O)N)C3=CC=CC=C3[NH1]2,2.56554941772945E-09,O=C(NCCc1c(cccc1)CC)C=2c3c(NC2C)cccc3,9.18652303100925e-08,0.422
